filename,height,weight,label,xmin,ymin,xmax,ymax,path
Bear_0,682,1024,Bear,192.799744,81.55219600000001,848.0,605.2449919999999,./data/annotations/train/Bear_0.txt
Bear_1,683,1024,Bear,389.12,148.004734,800.64,649.682577,./data/annotations/train/Bear_1.txt
Bear_10,678,1024,Bear,314.24,56.339766000000004,641.28,618.458718,./data/annotations/train/Bear_10.txt
Bear_11,1024,702,Bear,77.501502,211.84,589.910256,951.68,./data/annotations/train/Bear_11.txt
Bear_12,683,1024,Bear,26.88,73.041386,530.56,521.540166,./data/annotations/train/Bear_12.txt
Bear_13,481,1024,Bear,102.4,119.12926999999999,873.6,418.23286699999994,./data/annotations/train/Bear_13.txt
Bear_14,768,1024,Bear,419.84,497.91974400000004,576.0,595.2,./data/annotations/train/Bear_14.txt
Bear_15,680,1024,Bear,356.48,208.73823999999996,566.4,605.08508,./data/annotations/train/Bear_15.txt
Bear_16,842,1024,Bear,225.28,412.995948,495.36,692.168626,./data/annotations/train/Bear_16.txt
Bear_17,1024,802,Bear,174.23209399999996,314.053632,577.22747,652.7252480000001,./data/annotations/train/Bear_17.txt
Bear_18,768,1024,Bear,260.799488,0.0,1022.4005119999999,561.5999999999999,./data/annotations/train/Bear_18.txt
Bear_19,683,1024,Bear,99.2,0.0,1023.36,682.3593460000001,./data/annotations/train/Bear_19.txt
Bear_2,484,1024,Bear,12.8,0.0,1022.577664,482.57655600000004,./data/annotations/train/Bear_2.txt
Bear_20,768,1024,Bear,348.000256,200.000256,699.200512,574.400256,./data/annotations/train/Bear_20.txt
Bear_21,484,1024,Bear,35.555328,0.0,1022.577664,482.57655600000004,./data/annotations/train/Bear_21.txt
Bear_22,768,1024,Bear,216.00051200000001,96.0,570.399744,712.8,./data/annotations/train/Bear_22.txt
Bear_23,1024,1024,Bear,16.73216,155.60806399999998,1022.326784,1022.326784,./data/annotations/train/Bear_23.txt
Bear_24,811,1024,Bear,0.0,37.562276000000004,1022.292992,809.292845,./data/annotations/train/Bear_24.txt
Bear_25,1024,683,Bear,193.495266,178.56,404.289556,398.08,./data/annotations/train/Bear_25.txt
Bear_26,768,1024,Bear,164.48,214.400256,629.12,588.159744,./data/annotations/train/Bear_26.txt
Bear_27,768,1024,Bear,313.6,88.959744,702.08,735.999744,./data/annotations/train/Bear_27.txt
Bear_28,1024,683,Bear,108.28077099999999,98.56,479.253587,968.96,./data/annotations/train/Bear_28.txt
Bear_29,767,1024,Bear,0.0,75.547199,914.56,766.359555,./data/annotations/train/Bear_29.txt
Bear_3,689,1024,Bear,533.000192,237.00015299999998,810.999808,430.999816,./data/annotations/train/Bear_3.txt
Bear_30,668,1024,Bear,171.5968,238.47199199999997,535.716864,656.8437319999999,./data/annotations/train/Bear_30.txt
Bear_31,683,1024,Bear,51.84,0.0,1023.36,682.3593460000001,./data/annotations/train/Bear_31.txt
Bear_32,684,1024,Bear,401.28,46.752767999999996,891.52,626.3593199999999,./data/annotations/train/Bear_32.txt
Bear_33,670,1024,Bear,99.668992,161.01842000000002,811.008,635.88628,./data/annotations/train/Bear_33.txt
Bear_34,768,1024,Bear,499.84,171.519744,614.4,344.96025599999996,./data/annotations/train/Bear_34.txt
Bear_35,883,1024,Bear,45.44,21.13019,1013.76,882.359825,./data/annotations/train/Bear_35.txt
Bear_36,768,1024,Bear,295.68,264.320256,769.28,743.04,./data/annotations/train/Bear_36.txt
Bear_37,683,1024,Bear,300.16,0.0,1023.36,682.3593460000001,./data/annotations/train/Bear_37.txt
Bear_38,768,1024,Bear,458.39974400000006,260.799744,623.200256,404.799744,./data/annotations/train/Bear_38.txt
Bear_39,768,1024,Bear,0.0,71.03999999999999,764.16,767.360256,./data/annotations/train/Bear_39.txt
Bear_4,819,1024,Bear,321.422336,14.218659,1014.755328,691.03125,./data/annotations/train/Bear_4.txt
Bear_40,768,1024,Bear,90.24,174.72,205.44,254.079744,./data/annotations/train/Bear_40.txt
Bear_41,680,1024,Bear,382.72,15.367320000000001,902.4,334.23699999999997,./data/annotations/train/Bear_41.txt
Bear_42,1024,1024,Bear,148.48,128.64,362.24,515.2,./data/annotations/train/Bear_42.txt
Bear_43,768,1024,Bear,312.800256,131.19974399999998,730.399744,707.199744,./data/annotations/train/Bear_43.txt
Bear_44,887,1024,Bear,119.04,157.43274300000002,948.48,820.4430679999999,./data/annotations/train/Bear_44.txt
Bear_45,575,1024,Bear,144.0,76.83725,1023.36,574.35945,./data/annotations/train/Bear_45.txt
Bear_46,683,1024,Bear,312.32,123.01717900000001,742.4,561.905466,./data/annotations/train/Bear_46.txt
Bear_47,1024,683,Bear,205.966846,560.0,422.60625,684.8,./data/annotations/train/Bear_47.txt
Bear_48,1024,685,Bear,35.837145,92.16,683.975925,1022.976,./data/annotations/train/Bear_48.txt
Bear_49,680,1024,Bear,0.0,26.89264,571.52,679.35944,./data/annotations/train/Bear_49.txt
Bear_5,1024,768,Bear,127.22304,266.985472,610.8034560000001,579.24608,./data/annotations/train/Bear_5.txt
Bear_50,827,1024,Bear,0.0,0.0,992.64,826.359902,./data/annotations/train/Bear_50.txt
Bear_51,680,1024,Bear,250.999808,294.00004,606.000128,484.99980000000005,./data/annotations/train/Bear_51.txt
Bear_52,768,1024,Bear,348.8,284.15999999999997,618.88,417.920256,./data/annotations/train/Bear_52.txt
Bear_53,683,1024,Bear,227.84,105.717472,511.36,636.2281600000001,./data/annotations/train/Bear_53.txt
Bear_54,768,1024,Bear,55.04,192.0,791.68,686.079744,./data/annotations/train/Bear_54.txt
Bear_55,683,1024,Bear,190.08,123.01717900000001,953.6,570.875305,./data/annotations/train/Bear_55.txt
Bear_56,768,1024,Bear,521.6,335.36025600000005,824.96,535.040256,./data/annotations/train/Bear_56.txt
Bear_57,768,1024,Bear,98.56,245.76,844.8,575.360256,./data/annotations/train/Bear_57.txt
Bear_58,726,1024,Bear,457.6,204.22743000000003,798.72,631.8886200000001,./data/annotations/train/Bear_58.txt
Bear_59,683,1024,Bear,190.08,0.0,1023.36,682.3593460000001,./data/annotations/train/Bear_59.txt
Bear_6,1024,683,Bear,55.74236199999999,0.0,682.3593460000001,923.52,./data/annotations/train/Bear_6.txt
Bear_60,683,1024,Bear,372.48,158.896535,948.48,656.0898,./data/annotations/train/Bear_60.txt
Bear_61,1011,1024,Bear,143.167488,105.64040100000001,884.324352,860.834148,./data/annotations/train/Bear_61.txt
Bear_62,683,1024,Bear,305.28,8.969839,763.52,682.3593460000001,./data/annotations/train/Bear_62.txt
Bear_63,1024,685,Bear,85.065355,98.56,684.36021,1023.36,./data/annotations/train/Bear_63.txt
Bear_64,913,1024,Bear,71.68,52.463719,1010.56,912.3599869999999,./data/annotations/train/Bear_64.txt
Bear_65,683,1024,Bear,57.6,131.987018,611.2,682.3593460000001,./data/annotations/train/Bear_65.txt
Bear_66,683,1024,Bear,459.52,202.915885,712.32,576.100938,./data/annotations/train/Bear_66.txt
Bear_67,768,1024,Bear,64.64,161.4144,942.08,539.3295360000001,./data/annotations/train/Bear_67.txt
Bear_68,580,1024,Bear,149.332992,134.33844,812.8,460.58844,./data/annotations/train/Bear_68.txt
Bear_69,768,1024,Bear,227.2,310.400256,600.000512,553.599744,./data/annotations/train/Bear_69.txt
Bear_7,680,1024,Bear,40.96,171.60072000000002,864.0,678.71956,./data/annotations/train/Bear_7.txt
Bear_70,680,1024,Bear,132.48,84.51992,563.2,620.45172,./data/annotations/train/Bear_70.txt
Bear_71,682,1024,Bear,30.399488,184.107946,947.2,549.121848,./data/annotations/train/Bear_71.txt
Bear_72,1024,669,Bear,185.47824299999996,152.32,532.129959,871.68,./data/annotations/train/Bear_72.txt
Bear_73,1024,768,Bear,0.0,168.32,625.92,1023.36,./data/annotations/train/Bear_73.txt
Bear_74,576,1024,Bear,484.799488,142.399872,749.599744,326.400192,./data/annotations/train/Bear_74.txt
Bear_75,1024,707,Bear,100.54247000000001,145.92,548.8214760000001,940.16,./data/annotations/train/Bear_75.txt
Bear_76,768,960,Bear,0.0,0.0,946.8,715.2,./data/annotations/train/Bear_76.txt
Bear_77,768,1024,Bear,224.64,144.639744,702.08,603.519744,./data/annotations/train/Bear_77.txt
Bear_78,680,1024,Bear,247.68,313.4528,346.24,399.81212,./data/annotations/train/Bear_78.txt
Bear_79,484,1024,Bear,8.532992,0.0,1022.577664,482.57655600000004,./data/annotations/train/Bear_79.txt
Bear_8,768,1024,Bear,330.000384,123.99974399999999,938.0003839999999,745.9998720000001,./data/annotations/train/Bear_8.txt
Bear_80,384,1024,Bear,101.376,159.744,329.728,300.03187199999996,./data/annotations/train/Bear_80.txt
Bear_81,680,1024,Bear,322.56,188.24848000000003,702.72,509.67972,./data/annotations/train/Bear_81.txt
Bear_82,1024,979,Bear,97.25973400000001,46.08,978.359734,1023.36,./data/annotations/train/Bear_82.txt
Bear_83,687,1024,Bear,0.0,0.0,855.04,686.360403,./data/annotations/train/Bear_83.txt
Bear_84,680,1024,Bear,359.04,150.47108,1015.04,637.74004,./data/annotations/train/Bear_84.txt
Bear_85,682,1024,Bear,137.680896,17.222546,402.715648,273.83323,./data/annotations/train/Bear_85.txt
Bear_86,683,1024,Bear,387.84,194.13592,981.12,581.7671059999999,./data/annotations/train/Bear_86.txt
Bear_9,768,1024,Bear,334.39948799999996,180.80025600000002,722.400256,759.2002560000001,./data/annotations/train/Bear_9.txt
Cheetah_0,740,1024,Cheetah,69.12,172.83736,990.08,562.68194,./data/annotations/train/Cheetah_0.txt
Cheetah_1,768,994,Cheetah,405.75378200000006,0.0,993.352906,767.353344,./data/annotations/train/Cheetah_1.txt
Cheetah_10,768,1024,Cheetah,197.76,289.280256,723.2,658.5600000000001,./data/annotations/train/Cheetah_10.txt
Cheetah_100,683,1024,Cheetah,0.0,151.84865800000003,1023.36,682.3593460000001,./data/annotations/train/Cheetah_100.txt
Cheetah_101,1024,683,Cheetah,133.185,192.284672,681.861439,1022.8623359999999,./data/annotations/train/Cheetah_101.txt
Cheetah_102,683,1024,Cheetah,455.68,0.0,1023.36,682.3593460000001,./data/annotations/train/Cheetah_102.txt
Cheetah_103,1024,683,Cheetah,0.0,0.0,682.3593460000001,1023.36,./data/annotations/train/Cheetah_103.txt
Cheetah_104,1024,1009,Cheetah,99.572156,149.807104,873.3914090000001,1023.051776,./data/annotations/train/Cheetah_104.txt
Cheetah_105,744,1024,Cheetah,0.64,52.547976,849.28,743.3594159999999,./data/annotations/train/Cheetah_105.txt
Cheetah_106,1024,768,Cheetah,0.0,0.0,767.360256,1023.36,./data/annotations/train/Cheetah_106.txt
Cheetah_107,768,1024,Cheetah,0.0,0.0,828.16,767.360256,./data/annotations/train/Cheetah_107.txt
Cheetah_108,1024,768,Cheetah,57.64838400000001,189.44,767.359488,1023.36,./data/annotations/train/Cheetah_108.txt
Cheetah_109,806,1024,Cheetah,60.8,35.23832,1023.36,805.3592299999999,./data/annotations/train/Cheetah_109.txt
Cheetah_11,819,1024,Cheetah,0.0,0.0,1022.577664,817.578216,./data/annotations/train/Cheetah_11.txt
Cheetah_110,721,1024,Cheetah,0.0,0.0,1023.36,720.360473,./data/annotations/train/Cheetah_110.txt
Cheetah_111,768,1024,Cheetah,51.84,15.999744,1023.36,767.360256,./data/annotations/train/Cheetah_111.txt
Cheetah_112,814,1024,Cheetah,0.0,78.072368,1022.72,812.7203920000001,./data/annotations/train/Cheetah_112.txt
Cheetah_113,768,1024,Cheetah,30.72,6.399744,1018.88,767.360256,./data/annotations/train/Cheetah_113.txt
Cheetah_114,768,1024,Cheetah,78.72,17.28,893.44,646.400256,./data/annotations/train/Cheetah_114.txt
Cheetah_115,680,1024,Cheetah,252.99967999999998,402.99996000000004,542.999552,547.00016,./data/annotations/train/Cheetah_115.txt
Cheetah_116,684,1024,Cheetah,274.56,78.77559600000001,1023.36,683.359776,./data/annotations/train/Cheetah_116.txt
Cheetah_117,768,1024,Cheetah,0.0,260.480256,743.68,767.360256,./data/annotations/train/Cheetah_117.txt
Cheetah_118,768,1024,Cheetah,0.0,165.12,817.92,767.360256,./data/annotations/train/Cheetah_118.txt
Cheetah_119,685,1024,Cheetah,353.28,207.22688499999998,652.8,558.36131,./data/annotations/train/Cheetah_119.txt
Cheetah_12,1024,677,Cheetah,146.672727,242.071552,676.3595580000001,654.488576,./data/annotations/train/Cheetah_12.txt
Cheetah_120,680,1024,Cheetah,3.2,16.64776,1023.36,679.35944,./data/annotations/train/Cheetah_120.txt
Cheetah_121,1024,993,Cheetah,94.92484200000001,0.0,992.1748170000001,955.512832,./data/annotations/train/Cheetah_121.txt
Cheetah_122,683,1024,Cheetah,0.0,15.377061999999999,725.12,682.3593460000001,./data/annotations/train/Cheetah_122.txt
Cheetah_123,752,1024,Cheetah,93.498368,109.44006399999999,1023.36,751.360048,./data/annotations/train/Cheetah_123.txt
Cheetah_124,766,1024,Cheetah,0.0,0.0,1020.8,765.3603899999999,./data/annotations/train/Cheetah_124.txt
Cheetah_125,768,1024,Cheetah,50.56,97.92,1023.36,767.360256,./data/annotations/train/Cheetah_125.txt
Cheetah_126,716,1024,Cheetah,201.6,74.930116,1023.36,715.3598959999999,./data/annotations/train/Cheetah_126.txt
Cheetah_127,1024,683,Cheetah,101.87354799999999,140.16,550.372328,986.88,./data/annotations/train/Cheetah_127.txt
Cheetah_128,882,1024,Cheetah,0.0,0.0,1023.36,881.3596679999999,./data/annotations/train/Cheetah_128.txt
Cheetah_129,768,1024,Cheetah,0.0,0.0,964.48,767.360256,./data/annotations/train/Cheetah_129.txt
Cheetah_13,904,1024,Cheetah,213.12,151.093656,599.04,823.33156,./data/annotations/train/Cheetah_13.txt
Cheetah_130,680,1024,Cheetah,0.0,0.0,1022.72,678.71956,./data/annotations/train/Cheetah_130.txt
Cheetah_131,875,1024,Cheetah,106.88,196.506625,1023.36,872.43975,./data/annotations/train/Cheetah_131.txt
Cheetah_14,1024,781,Cheetah,32.034277,24.96,777.796338,1023.36,./data/annotations/train/Cheetah_14.txt
Cheetah_15,1024,768,Cheetah,14.932991999999999,532.267008,636.800256,958.932992,./data/annotations/train/Cheetah_15.txt
Cheetah_16,683,1024,Cheetah,169.6,134.549634,1001.6,640.7127380000001,./data/annotations/train/Cheetah_16.txt
Cheetah_17,576,1024,Cheetah,305.28,22.400064,991.36,575.360064,./data/annotations/train/Cheetah_17.txt
Cheetah_18,683,1024,Cheetah,0.0,4.485261,908.8,682.3593460000001,./data/annotations/train/Cheetah_18.txt
Cheetah_19,683,1024,Cheetah,145.28,153.130649,954.88,675.9521229999999,./data/annotations/train/Cheetah_19.txt
Cheetah_2,682,1024,Cheetah,0.0,138.319148,957.599744,581.2590520000001,./data/annotations/train/Cheetah_2.txt
Cheetah_20,680,1024,Cheetah,0.0,229.86787999999999,904.96,514.80216,./data/annotations/train/Cheetah_20.txt
Cheetah_21,1024,786,Cheetah,0.0,125.44,640.064952,1022.72,./data/annotations/train/Cheetah_21.txt
Cheetah_22,1024,1024,Cheetah,0.0,252.38528,999.0246400000001,1013.4835199999999,./data/annotations/train/Cheetah_22.txt
Cheetah_23,768,1024,Cheetah,0.0,162.399744,632.800256,767.199744,./data/annotations/train/Cheetah_23.txt
Cheetah_24,683,1024,Cheetah,0.0,63.999832,936.9999359999999,682.000088,./data/annotations/train/Cheetah_24.txt
Cheetah_25,983,1024,Cheetah,0.0,56.95796899999999,940.8,982.360067,./data/annotations/train/Cheetah_25.txt
Cheetah_26,683,1024,Cheetah,0.0,25.628209000000002,799.36,682.3593460000001,./data/annotations/train/Cheetah_26.txt
Cheetah_27,768,1024,Cheetah,421.12,256.640256,887.68,499.839744,./data/annotations/train/Cheetah_27.txt
Cheetah_28,1024,869,Cheetah,166.377002,0.0,703.9030349999999,1022.72,./data/annotations/train/Cheetah_28.txt
Cheetah_29,661,1024,Cheetah,0.0,99.918743,1020.16,623.850478,./data/annotations/train/Cheetah_29.txt
Cheetah_3,681,1024,Cheetah,664.000512,316.09296,822.4,435.327888,./data/annotations/train/Cheetah_3.txt
Cheetah_30,683,1024,Cheetah,23.04,32.035432,1023.36,656.0898,./data/annotations/train/Cheetah_30.txt
Cheetah_31,924,1024,Cheetah,0.0,71.71718399999999,955.52,923.3596679999999,./data/annotations/train/Cheetah_31.txt
Cheetah_32,1024,974,Cheetah,113.345354,112.64,876.6642840000001,1023.36,./data/annotations/train/Cheetah_32.txt
Cheetah_33,683,1024,Cheetah,70.4,113.30013799999999,832.64,514.010091,./data/annotations/train/Cheetah_33.txt
Cheetah_34,683,1024,Cheetah,285.44,122.901752,512.0,596.584791,./data/annotations/train/Cheetah_34.txt
Cheetah_35,768,1024,Cheetah,0.0,151.80672,744.96,767.359488,./data/annotations/train/Cheetah_35.txt
Cheetah_36,683,1024,Cheetah,337.92,121.73518799999998,749.44,565.74939,./data/annotations/train/Cheetah_36.txt
Cheetah_37,639,1024,Cheetah,146.01113600000002,252.27081,863.8996480000001,587.77776,./data/annotations/train/Cheetah_37.txt
Cheetah_38,767,1024,Cheetah,150.787072,46.109739,974.4875519999999,684.9018540000001,./data/annotations/train/Cheetah_38.txt
Cheetah_39,811,1024,Cheetah,163.05254399999998,90.636549,1023.212544,810.211708,./data/annotations/train/Cheetah_39.txt
Cheetah_4,768,1024,Cheetah,0.0,0.0,1023.36,767.360256,./data/annotations/train/Cheetah_4.txt
Cheetah_40,768,1024,Cheetah,354.987008,279.892992,634.88,689.493504,./data/annotations/train/Cheetah_40.txt
Cheetah_41,683,1024,Cheetah,0.0,0.0,872.96,629.820937,./data/annotations/train/Cheetah_41.txt
Cheetah_42,704,1024,Cheetah,206.72,0.0,1023.36,703.3593599999999,./data/annotations/train/Cheetah_42.txt
Cheetah_43,683,1024,Cheetah,248.32,114.046657,1023.36,682.3593460000001,./data/annotations/train/Cheetah_43.txt
